name,family name,gender,country,birth year,treatment,X1,X2,X3,X4,X5,Y
Markus,Barakowski,M,DE,1973,1,47,9.079612441922759,1.5294980631464057,7.200609189490476,7.0,83.51471303796268
Nicole,David,F,DE,1973,0,47,6.889868521514082,1.5123981465562155,6.972607017135498,7.0,37.36922886692006
Hatasszekander,Csilla Hajnalka,F,DE,1973,0,47,9.313964042098457,1.8450620972924516,7.069537042114803,7.0,63.105148703195084
Sebastian,Scholz,M,DE,1939,1,81,8.857749781437539,1.6230706113012028,7.304675797553588,7.0,109.20639499884912
Julia,Bollmann,F,DE,1973,1,47,7.367741959616299,0.2572904413643873,6.844529024623972,7.0,37.83505763783011
Ronny,Stephan,M,DE,2001,1,19,6.135337513421766,-0.4210773255621324,6.5935804933339295,7.0,1.1322966070062455
Marry,Poppins,F,DE,1973,0,47,9.004245333125395,2.1940275727770677,7.259210263384387,7.0,72.9321339214178
Keule,Nils,M,DE,1973,1,47,6.974282023201389,1.1841531823045606,6.889866469400444,7.0,62.02886310771787
Andrea,Deisenbeck,F,DE,1939,0,81,7.395265221974766,2.0733684171574476,6.60511398603532,7.0,55.91907275123067
Fernando,Gutiérrez,M,DE,1939,1,81,11.239183578768351,2.246143297909,6.758896515034185,7.0,150.33419531027408
Zakir,Osmani,M,DE,2018,0,2,6.855452459604334,2.08144125301276,6.444806180550315,7.0,51.822245957274454
Corinna,Meier,F,DE,1973,0,47,10.624418979427466,1.2574432020720874,6.927605231998364,7.0,48.524624216104286
Fernando,Mester,M,DE,1973,0,47,12.220537918930855,0.9328105404561309,6.745656134736444,7.0,41.01747428381586
Kerstin,Lubsch,F,DE,1959,0,61,10.109448182357642,-0.48238054893608956,7.164715802318144,7.0,-20.698913951144224
Valentina,Jakic Haramustek,F,DE,1939,0,81,6.42696330864246,1.135747170800455,7.457699804945828,7.0,25.65808396455924
Martin,Simon,M,DE,1959,0,61,7.593519713464745,2.161590097648476,7.026322998792291,7.0,60.16275242629185
Mathys,Pirk,M,DE,2018,1,2,8.267751902805738,0.22511426327707487,6.9055604500283785,7.0,6.223637027185067
Cle,Mai,M,DE,1939,1,81,7.3459632675770274,-0.5136435226989832,6.899836936876648,7.0,40.11111060234467
Frank,Zimmermann,M,DE,1973,1,47,7.2825406650752065,3.0102734321443125,7.091668245241905,7.0,114.0148923322802
Maria,Keindl,F,DE,1973,1,47,5.8761787810102835,1.2488887618562416,6.778949370193726,7.0,58.49744452614694
Heidi,Wawer,F,DE,1959,1,61,9.599674592681822,2.5161062337470375,6.986239351584424,7.0,132.2611174177309
Sieglinde,Möse,F,DE,1973,1,47,6.922685589171606,3.7128307866686256,6.734205133010101,7.0,128.2663282128598
Andreas,Pohle,M,DE,1973,1,47,8.069980814248444,1.5405396755943486,6.818114866565395,7.0,77.86516002387518
Daniela,Bolik,F,DE,1973,0,47,5.465548774805914,1.6201240083108348,7.375274182701978,7.0,31.544386570367088
Wolfgang,Otto,M,DE,1939,0,81,8.43459292273696,1.7083712349399256,7.247351739069331,7.0,52.61317999948742
Janin,Junghans,F,DE,1939,1,81,6.789024260975179,1.6354533429047933,7.00180592676065,7.0,96.67347303786141
Christian,Kagischke,M,DE,1939,1,81,7.51844669718336,-0.5946530039431925,6.647314142485425,7.0,37.37797407524258
Jendrik,Schultz,M,DE,1973,1,47,8.486473376380172,1.2043990013746646,7.479644490627958,7.0,69.666987805184
Si Bella Na,Stell,F,DE,1973,1,47,9.946883827158285,0.513560956058771,6.958554506822533,7.0,50.07959632605318
Alfons,Kunzelmann,M,DE,1939,0,81,4.928134696291449,1.0169167608279512,7.1026179370455855,7.0,16.856730101799457
André,Sziede,M,DE,1939,1,81,8.449081597104147,1.9605662710970406,7.657291184332183,7.0,117.62538896173896
Jörn,Schreyack,M,DE,1939,0,81,10.25176215423236,0.9671193637520121,7.057778977371801,7.0,35.47486213041968
Thomas,Rennkamp,M,DE,1973,1,47,13.615291565959874,0.6144801158052524,7.132955349572861,7.0,62.51443498093042
Pascal,Christ,M,DE,1939,0,81,8.425332777003256,1.9195433905147614,7.025474789857554,7.0,59.24560316803697
Rozita,Lucic-Schaupp,F,DE,1973,0,47,8.663366288518395,0.5699664261691537,6.6989833167429556,7.0,16.4480488002809
Monika,Berlinger,F,DE,2001,1,19,9.0687315469746,1.7686503287458988,6.795958530004143,7.0,71.96569894476686
Dagmar,Wienhold,F,DE,1973,1,47,7.870095465909282,0.6129494911570557,6.961440380428412,7.0,48.99993993162976
Kaan,Bozok,M,DE,1959,0,61,9.021547214285125,1.90562990693335,6.857885230610995,7.0,63.064452739079385
Tom,Richard,M,DE,1939,1,81,8.312062517556416,1.6319430435157793,7.1449425923438925,7.0,106.0723783993327
Ju,Sh,M,DE,1973,1,47,9.367502608151444,2.3151882868883846,7.163004521941251,7.0,113.14426774162877
Michael,Horodyski,M,DE,1973,0,47,8.89046067252362,2.0111127999319955,7.33751194751664,7.0,65.82753276161222
Miron,Smietana,M,DE,1959,0,61,7.358672368202609,2.1531476300290877,7.134203039894606,7.0,58.03115148937127
Björn,Sottona,M,DE,1939,0,81,5.919372445474776,1.7865792225522195,6.446621741400125,7.0,37.78644943386895
Jela,Kett,F,DE,1973,0,47,10.393972025052152,-1.0092085016199566,6.300092457728702,7.0,-42.311561266410536
Lutz,Mehlitz,M,DE,1939,0,81,7.994882149084171,-3.105191490012954,7.072307008585247,7.0,-96.53382122964285
Elke,Papke,F,DE,1973,0,47,10.277756415147325,1.500643715338181,7.011847023326742,7.0,56.39307470513875
Heiner,Borker,M,DE,1939,1,81,8.116210988100368,2.4036457283386534,7.233286429416396,7.0,128.68540998538077
Ramona,Winzen,F,DE,1939,0,81,6.563783372717264,0.7924224255717421,6.619290484746215,7.0,17.422872747000387
Francesco,Romano,F,DE,1959,1,61,7.104139711419927,2.849501310971516,7.136302629152336,7.0,117.44779916683933
Naciye,Celik,F,DE,2018,0,2,10.644898120228168,1.455633967066285,7.234818865280875,7.0,56.734877775623225
Chenyu,Zhang,F,DE,1939,0,81,6.44315208986466,0.557290853482786,7.23526783682171,7.0,11.498425197465178
Maros,Sabol,M,DE,1973,0,47,7.381066740952397,0.6596004138701466,6.4003032092888805,7.0,16.084467577642954
Tatjana,Müller,F,DE,2018,0,2,7.250424841385644,2.233962430426713,7.428014643938715,7.0,59.46084041396186
Cristian,Galvez,M,DE,1973,1,47,7.998681720381361,0.4833010494660755,7.082697222681327,7.0,45.39677138264912
Lennart,Scheerschmidt,M,DE,1973,1,47,6.544810971178999,1.6745245239647009,7.272323792715816,7.0,72.41086354865624
Dietmar,Lübke,M,DE,1959,0,61,9.949737689069616,0.5121290192203249,6.75114199590362,7.0,17.064453421306197
Kurt,Wäldin,M,DE,2018,0,2,9.4802170833302,1.0069018314328055,7.2659143781871816,7.0,34.136489315252305
Barbara,Olszta,F,DE,1973,0,47,7.203956046978057,-0.09346321948698018,6.772335670622256,7.0,-4.850297448699449
Nina,Demond,F,DE,1939,0,81,10.475294084572674,-1.6577593852059436,7.2599335266233505,7.0,-68.12774942977101
Daniel,Streisel,M,DE,1973,0,47,6.774795778137988,-0.031290943896783094,6.028862961904977,7.0,-3.3531325227624045
Tanja,Pascher,F,DE,2018,1,2,6.428518922484384,1.9936853759677797,7.645577619513774,7.0,48.07756808838115
Jochen,Bayerlein,M,DE,1973,1,47,11.112562001049357,-0.3896430815692644,7.364110427529199,7.0,14.338815141037948
Phillipp,Kaltofen,M,DE,1973,1,47,4.14064223417943,0.060214231687673425,7.3873450797836595,7.0,31.746927751367927
Max,Lasogga,M,DE,1973,0,47,8.760211263659865,0.13303364728997943,6.95657473064694,7.0,2.1958427276281958
Nhat,Hoanghong,M,DE,1959,0,61,7.763245459480268,2.2611983557009694,7.498156652380152,7.0,64.63834976137508
Jörg,Kretteck,M,DE,1959,0,61,11.122954026079736,3.57288579664211,6.438099398816876,7.0,148.61288235336968
Ruth,Zurek,F,DE,1939,1,81,10.83040816353102,0.6055030688410171,6.852257095257192,7.0,79.35388426541743
Leila,Hüttig,F,DE,1973,0,47,10.577404910314085,2.973321011902398,7.297682159931817,7.0,117.38270195857534
Ayse,Yaman,F,DE,1959,1,61,8.092563847085255,1.7197294651913768,6.764127865990495,7.0,93.29027122421537
Dijana,Wolff,F,DE,2018,0,2,10.722286568282694,-0.7464549532831466,7.233296932612922,7.0,-32.56094602686312
Andrija,Novakovic,M,DE,1973,0,47,9.633171593311259,-0.9818850657115259,7.186328328914688,7.0,-38.10413899605297
Sascha,Maier,M,DE,1939,0,81,10.879464177283527,0.8020451169226561,7.146624036157627,7.0,30.984728430214815
Deejay-Michael,Schmidt,M,DE,2001,0,19,7.3176470203949515,1.893762024870575,6.863752299867392,7.0,50.39771115110663
كوركين,معمو,M,DE,2018,0,2,8.260874835626174,-0.5734685293718423,7.178761661633831,7.0,-20.165457449729466
Fadime,Akcin,F,DE,2018,0,2,7.982244045065411,1.5021456370264847,6.96003252400852,7.0,43.332278774822754
Loman,Demir,M,DE,1939,0,81,4.686515993071763,0.9832586376673891,7.15421137705137,7.0,15.339560468474147
Ralph,Schulz,M,DE,1939,1,81,7.92979142115533,-0.3117228775728335,6.921753075045341,7.0,45.06306183724918
Ali,Kocaeli,M,DE,2018,0,2,4.99877305194831,2.7402536045472052,6.414410439894659,7.0,49.64084591992402
Valentin Dumitru,Busu,M,DE,1939,0,81,5.175999415218955,0.4193366567117099,7.101755349926066,7.0,6.060600270618325
Carlo,Aenstoots,M,DE,1959,0,61,4.733596140270342,1.8622242506971354,6.5896893610060046,7.0,31.145180257417273
Cooper,Wagner,M,DE,1973,0,47,8.712620378019942,0.6873389607133824,6.814059159330479,7.0,20.478162658431465
Falko,Titze,M,DE,1939,0,81,10.774824747534582,2.720974827381602,6.787749656493684,7.0,109.12176507451416
Ferenc,Restas,M,DE,1973,1,47,7.807140049325122,1.0680522755211825,6.775378081136191,7.0,62.29529741617157
Catharina,Franke,F,DE,1973,1,47,7.288600500429495,-0.07058072665065161,7.321663972574663,7.0,28.82499083132643
Aneta,Kröncke,F,DE,1939,0,81,10.252077976084655,2.012950592220599,6.778915726630945,7.0,76.13071821415778
Kay,Brandenburg,M,DE,1973,0,47,6.2939061484833685,-0.22074203477218934,6.985958132337591,7.0,-7.502867932320406
Magda,Zielinska,F,DE,1973,0,47,8.33690868914358,3.0336762979964313,7.084219307283002,7.0,93.91494598812136
Michael,Harneit,M,DE,1973,0,47,9.936865814542584,-2.0761302217621873,6.735145538035399,7.0,-80.69871750178864
Helena,Tissen-Geiger,F,DE,1939,1,81,8.523758944006733,0.21611970982384826,6.286915406847679,7.0,61.24481399536566
Häußler,Stefan,M,DE,2018,0,2,9.25050470987174,1.4923745622971851,6.813073269498887,7.0,50.18128335962739
Xhfhdg,Manuel,M,DE,1939,0,81,8.334528543372759,0.26662350761958575,6.965817974951656,7.0,6.214521781870401
Birgit,Bartsch,F,DE,1959,0,61,6.988871023658301,1.0637839447488908,7.165340714403877,7.0,26.084027738232734
Andreas,Hohner,M,DE,1973,0,47,8.77864773629017,-0.5613836247962112,7.487989308571204,7.0,-20.797857845623923
Maik,Pluntke,M,DE,2001,1,19,6.798682705366731,0.5356742796473976,7.104460505559566,7.0,24.9527321702591
Michel,Märzlich,M,DE,2018,0,2,7.757914661392209,2.0139974024148923,6.9932771336811745,7.0,57.15168432136473
Helmut,Rother,M,DE,1959,0,61,6.8651229147610815,4.05386061728506,7.036986987129109,7.0,103.54755159079657
Samuel,Zolli,M,DE,2001,0,19,3.955054075437333,3.3591489325862436,7.562504772938737,7.0,48.436384968015666
Mari,Andl,F,DE,1973,0,47,7.293338220223442,-0.4310575687155875,6.579884196306025,7.0,-14.301787115073061
Ja,Nina,F,DE,1939,0,81,9.465566077674373,0.0713904682956178,6.995406308799372,7.0,0.3474126633552923
Alpa,Montana,M,DE,2001,1,19,7.402352658379165,0.8946656625842778,7.295512234090367,7.0,36.3379675066524
Manfred,Bergmeier,M,DE,1973,0,47,9.283604714247208,1.2458384919279457,7.2175307472115815,7.0,41.798642331843645
Marco,Funke,M,DE,2001,0,19,7.431487588708192,2.242201594110488,7.130176653138576,7.0,61.14053383079471
Cornelia,Baisch,F,DE,2018,0,2,7.309458515651574,1.8563668557007615,6.887774555124315,7.0,49.307784462280516
Guido,Görlich,M,DE,1939,0,81,7.0852511093166,-0.9713394062861757,6.685427731503145,7.0,-28.472451279456102
Ouidad,Baanks,F,DE,1973,0,47,11.279269600951006,-2.1819645011804343,7.64230658229353,7.0,-95.54753147453229
Zoom Mahmoud,Al Aboud,M,DE,2001,0,19,7.920528993645723,2.607859310230096,7.343346440193307,7.0,76.37772430192176
Markus,Renkl,M,DE,1939,0,81,9.253564363114158,0.9463752644267055,7.360335472216581,7.0,31.169340926686182
Peter,Stocksiefen,M,DE,1939,0,81,8.782055950394529,0.8055346233949392,7.368561185078591,7.0,24.776039918731847
Klaus,Betzer,M,DE,1973,1,47,7.818347356695687,-1.3464547138977574,7.262845978444068,7.0,-9.240694610431426
Georgia,Roubie,F,DE,2001,0,19,6.7916819736736,1.830682982360991,7.163053597300267,7.0,45.078643135362654
Wolf,Preiss,M,DE,1973,0,47,11.107655818651168,1.4476376064734617,6.975735017493751,7.0,58.87683201702091
Katrin,Murkowski,F,DE,2018,0,2,9.390261372722,0.06743078714840801,6.672965723081751,7.0,0.08187399434015452
Ekrem,Adikalan,M,DE,1973,0,47,7.904999100824843,1.045562863601647,7.068953295372701,7.0,29.21022661162905
Stefanie,Bernhardt,F,DE,1973,0,47,7.790384922529798,0.2820234130276293,6.901084863768691,7.0,6.098562566603781
Toni,Wiesbadner,M,DE,2018,0,2,8.279160135078477,2.4490147495802583,7.1147284457232685,7.0,74.86475162439173
Mohamed,Khalil,M,DE,1939,0,81,9.279353192843246,1.410641337003575,7.174832164263929,7.0,47.57666355221712
Hüseyin,Şahin,M,DE,1973,0,47,11.906208669584062,0.2199929437706633,6.551884692553923,7.0,7.588727243279016
Kevin,Hambsch,M,DE,1973,1,47,7.5849405771369804,2.0736938000663763,6.866870518629755,7.0,90.40836678749208
Ramona,Hahnen,F,DE,1939,0,81,8.073993981771734,1.6162896403010603,6.653147154832795,7.0,47.25886674662776
Josh,Zur,M,DE,2018,1,2,7.390737005848242,0.031830613035768035,7.643253419856207,7.0,0.26836779701758395
Saddam,Lafdhal,M,DE,1939,0,81,8.438201768712522,1.62751675777513,6.8010689573602265,7.0,49.90417173822246
Eduard,Jakobi,M,DE,1939,1,81,7.848070541143242,2.2231860838676294,7.02193653160009,7.0,120.78922649290365
Carola,Voigt,F,DE,2001,0,19,9.351927548103797,-0.20603797210069402,7.355471333040574,7.0,-9.432060553756175
David,Lück,M,DE,1939,0,81,8.303501887517756,1.966913674960839,7.208334042353759,7.0,59.908154665487174
عدنان,حمشلك,M,DE,1973,1,47,6.888675259567472,-0.22178288944013605,7.287148798087444,7.0,24.96384403468454
Sebastian,Müller,M,DE,1939,0,81,8.015836214687459,1.3136292126782325,6.697888720367302,7.0,37.69732233232201
Edgar,Knabe,M,DE,1973,1,47,9.521325668757001,0.7890225839738766,6.716173000573111,7.0,59.13759642804267
Theresa,Czogalla,F,DE,1939,0,81,10.30378098207609,0.23267815184368715,6.669115293894713,7.0,6.784837785839148
Evo,Cannondale,M,DE,1973,0,47,8.343912013395629,2.3534994809953047,7.221520433765642,7.0,72.47163599107205
Cuenca,Manuel,M,DE,1973,0,47,8.053089043479712,0.8917465249150893,7.268708412669955,7.0,25.15286679848805
Anika,Böckel,F,DE,1939,0,81,6.132842110035137,0.9244591145654253,6.962096266070078,7.0,19.313392146522812
Andrea,Rudolph,F,DE,1973,0,47,6.955457704666614,-0.3778252886584724,7.000290859957426,7.0,-12.205107957914299
Daniel,Krebs,M,DE,1973,0,47,7.904165968069081,2.571774323412505,6.260580813863731,7.0,74.78077863941573
Паша,Комличенко,M,DE,1939,1,81,10.47571170324202,0.24584785154250519,6.642362415128195,7.0,64.15226752772847
Cihan,Özdü,M,DE,1973,1,47,6.057546426314378,0.21894211588800253,7.076623167531514,7.0,35.744710768749655
Gustav,Heil,M,DE,2018,1,2,11.860247292103008,0.4603037278604224,7.260265871351215,7.0,20.00671714826735
Dominik,Muhr,M,DE,1939,0,81,5.585463902264822,1.5621734226622226,7.613216114763521,7.0,31.1225089320942
Saher,Junaid,F,DE,2001,1,19,8.838959032909578,0.24716574068685834,6.952597171859608,7.0,19.367867477664884
Vlady,Mihai,M,DE,1959,1,61,5.182705679351541,1.327211607528587,7.102928567766885,7.0,66.6515948982911
Robert,Thoms,M,DE,1939,0,81,8.622339800682374,1.4340674404823401,7.4227311094002015,7.0,44.89706726164719
Andreas,Herold,M,DE,1973,0,47,10.110332648945004,0.5150481711759813,6.525957849284106,7.0,17.41450472148845
Lenka,Jerie,F,DE,1973,1,47,8.069334973234069,0.8486482324255329,7.1012137899277175,7.0,56.73508667184183
Elif,Ay,F,DE,1973,0,47,7.761377808171804,0.19962269993747492,7.303746015334155,7.0,3.761971547056172
Banu,Altınoluk,F,DE,1973,1,47,6.714961640065392,1.717528534675153,6.650128290374945,7.0,74.39412478082147
Eve,Haaks,F,DE,1959,1,61,9.638651305544355,-0.7482518784958923,7.391661872357451,7.0,13.194647706964318
Heinrich,Meul,M,DE,1959,0,61,12.027434935501216,0.3495496514218417,7.149716525570006,7.0,13.803465579095038
Mahboula,Anbagson,F,DE,1939,0,81,8.34513258874168,0.7040938814996595,6.081506525196829,7.0,19.799431212813744
Tanja,Hammann,F,DE,1939,0,81,10.780012300564946,-1.3920589047951781,7.098027469063721,7.0,-59.21276881063518
Vincent,Gruser,M,DE,2001,0,19,10.712296899236302,0.7073850518941155,7.1310585635620996,7.0,26.617142369288153
Dino,Curva,M,DE,1973,0,47,8.334378629512985,1.0881169543634068,6.62079009333097,7.0,32.119831392257936
Sylvia,Lohöfer,F,DE,1939,1,81,10.565131323260731,-0.5412344032696431,7.145893812900743,7.0,32.7971757002377
Sahin,Hayir,M,DE,2001,0,19,10.040513521326483,1.4817207251807554,6.565151177604122,7.0,54.173406686496534
Béci,Uitz,M,DE,1973,1,47,6.756491288168258,-0.6612166729385205,6.497013017545142,7.0,13.54043575500214
Nic,Lass,M,DE,1973,0,47,7.742735439740068,1.6320584426999498,6.816634483457117,7.0,45.741672546899466
Eugeniusz,Ciepły,M,DE,1973,0,47,7.121775665125104,1.2984144022419577,6.94167651363266,7.0,32.90125645332345
Niklas,Laib,M,DE,1973,1,47,4.6162950528194235,1.5026214413026409,6.947071219836552,7.0,57.023171277626254
Mandy,Stein,F,DE,1973,0,47,4.054421724805306,-0.29192290433632767,6.5620547787628505,7.0,-6.858730226939652
Hans,Freudenreich,M,DE,1939,1,81,12.114736818427682,0.8277446218108605,6.749934177172882,7.0,92.50702339248389
Jana,Iwert,F,DE,1939,0,81,10.290730011888643,0.016707003137310075,7.081916585611452,7.0,-1.5400783517840324
Anett,Szegediné Tóth,F,DE,1939,0,81,7.891276857390405,1.554641978824737,7.844715932585553,7.0,44.65046740847828
Peter,Macher,M,DE,2018,1,2,8.516952930815748,1.421928126498,6.869417901355754,7.0,45.159455331351396
Muhannad,Bhd,M,DE,1939,0,81,7.131237311497942,0.15066485429218626,7.335026918717325,7.0,1.9666763350217016
Minh,Pham,M,DE,1973,0,47,4.414483050911268,1.766497556195835,7.4860609212533396,7.0,27.561753425392755
Sven,Jansen,M,DE,2018,0,2,7.141413529952637,0.9771994843458415,6.429659498328909,7.0,24.11265283180132
Robin,Schäpers,M,DE,2018,1,2,9.999584714049535,0.9102254605582103,7.233025457637785,7.0,33.84017738312592
Kohkemper,Gisela,F,DE,1939,0,81,8.01052264531401,-1.6572586295101113,7.17583646783982,7.0,-52.61134702854929
Sabrina,En,F,DE,1939,0,81,4.877241537066317,1.023799957294184,6.814955066515471,7.0,16.696677611947337
Neilma,Kuehner,F,DE,1939,1,81,4.647935475178768,0.23027992137029038,7.356440474655095,7.0,58.65750722598528
Sven,Kretzschmar,M,DE,1973,0,47,7.7621076609278035,2.19946936524637,6.470516998502098,7.0,62.4835316650055
Anna,Dabrowski,F,DE,1973,0,47,9.10795369680614,2.658236667069068,6.492790683202226,7.0,89.6176899780577
Michael,Cruz,M,DE,1973,0,47,10.236357310410094,2.433789465337632,6.9961195747496,7.0,92.44970905247534
Sandy,Schaba,F,DE,1939,1,81,9.146590899277372,-0.3344008993562037,6.856630622375228,7.0,42.812688301455005
Sufjan,Trojan,M,DE,2001,0,19,7.5307213990909485,0.8485845016445329,6.285580176363651,7.0,21.827891096716392
Binh,Le,M,DE,2018,0,2,7.421913852096852,0.550871049209455,6.803781538211925,7.0,13.254819234795228
Gaston,Döbrich,M,DE,1973,0,47,8.714559370837229,-0.8661038400262225,7.387431323984241,7.0,-30.781794483655702
Bekir,Nuredini,M,DE,1939,0,81,8.127919460258367,0.6412704213989617,6.991677959161362,7.0,17.58472375543584
Maria,Müller,F,DE,2001,0,19,7.162943684574063,1.746006344946841,6.951265267088697,7.0,45.290503593516576
Slavisa,Mladenovic,M,DE,1973,0,47,6.964071124912384,-0.4566425138940912,6.736623064130412,7.0,-14.38771629791134
Pascal,Rink,M,DE,2001,1,19,5.012655549386332,2.2732454090732723,7.260870170886395,7.0,54.46248491243774
Fahim,Heydari,M,DE,1939,0,81,7.696009140359379,0.6020440965622107,7.34578174120276,7.0,15.493757824727226
Steffi,Damm,F,DE,1973,1,47,7.0597526059221005,0.9322884576264161,7.071363372152164,7.0,55.7138755599866
Abjar,Yacoub,M,DE,2018,1,2,8.127562330407269,2.088435664923639,6.79103646265723,7.0,63.615113816741214
Priscilla,Wisgickl,F,DE,1973,0,47,10.745004041067155,1.243062480017268,7.559428391371107,7.0,48.705653481118084
Laura,Krehl,F,DE,2018,0,2,8.816367331252641,-0.6396175753415226,7.390600450681984,7.0,-23.528133520222028
Laura,Dietz,F,DE,1973,0,47,8.781389698720249,-0.8013721703644536,6.841774027518254,7.0,-29.01050949312208
Birgit,Bülte,F,DE,1939,0,81,8.403720611910064,0.34947542023846784,7.160002264021211,7.0,8.99091906496147
Hoppenjans,Daniel,M,DE,1959,1,61,5.326272672182565,0.9391278010847163,6.837732680988661,7.0,59.437196455946705
Stefan,Dittmar,M,DE,1973,0,47,10.10545492181895,1.8697093941631688,6.651605219213375,7.0,69.46689126469643
Alexandra,Kaulich,F,DE,1959,1,61,6.962770981100121,-0.8917171435774122,6.954997548744982,7.0,16.873288487975614
Christina,Gregor,F,DE,1939,0,81,4.6101167465467086,1.110692886927802,6.688205940168725,7.0,17.138371206680308
Michael,Schulz,M,DE,1973,0,47,11.026357464716536,-1.1207458921911997,6.9422735259526,7.0,-49.19664587057495
Stefan,Raddant,M,DE,2018,0,2,12.526967885460216,1.2212188868292442,7.249985700815347,7.0,55.99124404286346
Christina,Hedemann,F,DE,1973,0,47,8.179285641423206,2.159417292216832,7.376702529829606,7.0,65.01378403745585
Steffi,Käs,F,DE,1973,1,47,8.365776621051149,-0.9458029950924701,6.798144566019239,7.0,0.549598356458656
Jacqueline,Schwarze,F,DE,1939,0,81,6.654246667736051,1.0619815162479638,7.238311884812767,7.0,24.708064100707595
Arne,Reppe,M,DE,1939,0,81,7.502819549895388,1.7723792439795338,7.279989456917174,7.0,48.39908294868226
Andreas,Kruner,M,DE,1959,1,61,6.503143373661575,0.8335649002832757,6.830007042371967,7.0,61.02592636990495
Sonja,Weiser,F,DE,1959,1,61,4.461604797920145,0.6389344353577128,7.312695131255203,7.0,51.4097033539235
Saskia,Heyen,F,DE,2018,0,2,8.624452331109264,0.8935349313074775,6.794513115352937,7.0,26.999201662386472
Dawid,Dobosz,M,DE,1973,0,47,9.367022922939277,-0.4887938173695037,6.9959044236651176,7.0,-19.61874821909886
Johannes,Rabbe,M,DE,2001,1,19,4.9095497341468155,2.302018934156591,7.277845044690027,7.0,54.11376707321686
Mertan,Mertan,M,DE,1973,0,47,4.286140738199023,0.17724594340031102,7.4171199077556835,7.0,0.795203847333644
Malin,Zieperling,F,DE,1973,0,47,6.822936739541729,0.4598492150494833,7.036858859901803,7.0,9.715140144279275
Hendrik,Tengen,M,DE,1973,1,47,6.292128498495823,1.3965709638978918,6.477861026893399,7.0,63.902593864379455
Anika,Schramm,F,DE,1939,0,81,6.836476409436339,3.472953409105038,6.80547794758601,7.0,87.94150470967666
Reza,Ghahramani,M,DE,2001,0,19,7.501566646307984,1.6883261522107018,6.976198149344711,7.0,45.90085537515669
Detlef,Tolle,M,DE,1959,1,61,7.9551796052472445,1.8163275321782313,6.916343586068011,7.0,95.36155655587982
Carmelo,Cremona,M,DE,1973,0,47,5.446366471383567,-0.23416807512344903,6.69914325957677,7.0,-7.162032359144478
Claudia,Lörsch,F,DE,1939,0,81,8.719213420767936,-0.034023878450476636,7.1066659894797874,7.0,-3.313040465176245
Monique,John,F,DE,1939,0,81,5.849078961370778,0.1402601414284267,6.939352408108872,7.0,0.8793506467888106
Tobias,Holterhof,M,DE,2018,0,2,11.340168323942756,-0.0522205558603091,7.021065995040498,7.0,-4.462708468177172
Carolin,Possner,F,DE,2018,0,2,7.942076910692465,1.2542416378069672,6.809927832252765,7.0,35.57331684794032
Manfred,Eickhoelter,M,DE,1939,0,81,8.111768176371974,-0.1231297263712892,6.895684831581925,7.0,-6.04746840025901
Alexander,Stein,M,DE,1973,1,47,7.4559004986192905,1.2354561569765663,6.950885045670833,7.0,65.66897686350441
Felix,Walther,M,DE,1959,1,61,8.981995448488117,-0.26398314850935534,6.7193139496750796,7.0,31.380806662826153
Vasilios,Tsismalidis,M,DE,2001,1,19,8.499593014572334,0.8679352615597503,7.131574116881114,7.0,39.15493701216005
Helga,Heckmann,F,DE,1973,1,47,6.403431553414492,1.7690298222255276,6.872617092787538,7.0,73.68647220709563
Lucky,Duck,M,DE,1939,1,81,9.779396092205022,1.6537125054984334,6.968262568957757,7.0,115.92578155892281
Marc,Schwarz,M,DE,1959,1,61,8.804855628939132,1.8883926420008617,7.181668437364891,7.0,103.72006322126751
Stanislaus,Steindl,M,DE,1959,0,61,6.2557187663738025,0.33016419444088246,6.706270747849136,7.0,5.535269165804304
Ellen,Kastell,F,DE,2018,0,2,5.520635512483302,3.057854876703995,6.752410695374183,7.0,61.85072753113603
Sascha,Manger,M,DE,1959,1,61,7.465890711320945,-0.8888352003540039,6.995185804671389,7.0,15.262892202948617
Richard,Rüger,M,DE,2001,1,19,8.658666081548747,0.957815345857445,6.769405119951959,7.0,42.52224140942975
Sascha,Hufnagel,M,DE,1939,1,81,9.875401466691736,-1.0360393374919887,6.7926551210961525,7.0,15.535895484706167
Erdal,Ynr,M,DE,1939,1,81,6.79550718781674,2.2509038345936703,7.275043638814165,7.0,112.69071569615346
Memocan,Memocan,M,DE,1973,0,47,9.248884775570351,1.0569828379981094,6.9516669074492405,7.0,34.91422665987788
Tobias,Westermeier,M,DE,1973,0,47,9.19299353488845,2.4567111159672756,6.60496892648767,7.0,83.4744206569904
Güllü,Evren,F,DE,1973,0,47,8.100554725926001,0.4063699885466173,6.834676225235069,7.0,10.237344876200329
Dominik,Klemans,M,DE,1939,1,81,7.423980813480089,0.5310156707343232,6.8165780406552,7.0,69.4031372777214
Lisa,Müller,M,DE,2001,0,19,10.515020177705674,0.36496378943783114,6.752761127257474,7.0,12.284779367963274
Salvatore,Fusco,M,DE,1939,0,81,4.118870459251236,-0.3288583710475436,6.690925173439434,7.0,-7.465540368724039
Menschen,Menschen,M,DE,1959,0,61,8.942335023963926,0.09653488238671834,7.230118023391321,7.0,1.132501379591253
حلمي عمران,بن ساسي,M,DE,1959,0,61,9.233822495855685,-0.23840735732395218,6.911405545182569,7.0,-10.612381979189898
Dirk,Kain,M,DE,1939,0,81,7.134720904104238,1.7775714218986816,7.034072400723342,7.0,45.98509355228626
